epoch,train_loss,val_loss,train_acc_bin,val_acc_bin,train_acc_cls,val_acc_cls
1,0.253381880957312,0.10316616526295741,0.892552292289194,0.9624166666666667,0.9980356909010821,0.9998666666666667
2,0.09884585228863628,0.08808784453254193,0.9638626650317266,0.9672,0.999327372944916,0.9998333333333334
3,0.06294608245412363,0.08624902944470135,0.9773925880070001,0.9701333333333333,0.9994999940475482,0.99945
